BVB_ID,player_name,player_country,podium%,gender,isBlack_Challenge,isBlack_Elite16,isBlack,partners_count,duration_median,height_imputed,current_age,games_points_metric
9027,Jason Pondrom,United States,0.0,M,False,False,False,1.0,44.0,75.0,38.0,-0.6136247958583656
9028,Mike Liggett,United States,0.0,M,False,False,False,2.0,37.0,75.096018735363,40.0,-0.5927436150891406
9029,Jordan Bailey,United States,0.0,M,False,False,False,1.0,40.0,77.0,41.0,-0.6136247958583656
9030,Jason Brown,United States,0.0,M,False,False,False,1.0,52.0,75.096018735363,53.0,-0.6139419814697396
9033,Jim Jackson,United States,0.0,M,False,False,False,1.0,46.0,78.0,52.0,-0.6139419814697396
9036,Michael Amiri,United States,0.0,M,False,False,False,1.0,31.0,75.096018735363,55.0,-0.6139419814697396
9037,Tyler Hagstrom,United States,0.0,M,False,False,False,1.0,50.0,75.096018735363,37.0,-0.6139419814697396
9038,Caleb Jeffries,United States,0.0,M,False,False,False,1.0,27.0,75.096018735363,36.0,-0.6139419814697396
9039,Brock Redmond,United States,0.0,M,False,False,False,1.0,52.0,75.096018735363,40.0,-0.6139419814697396
9040,Brian Young,United States,0.0,M,False,False,False,1.0,49.0,75.096018735363,52.0,-0.6139419814697396
9046,Andre Osmond,United States,0.0,M,False,False,False,4.0,54.5,75.096018735363,49.0,-0.5140821994070843
9047,Steven Garner,United States,0.0,M,False,False,False,4.0,39.0,75.096018735363,43.0,-0.527509518309023
9048,Erik Perrine,United States,0.0,M,False,False,False,1.0,52.0,75.096018735363,41.0,-0.6136247958583656
9051,J. Derek Gertzen,United States,0.0,M,False,False,False,1.0,27.0,71.0,45.0,-0.6139419814697396
9052,Nick Maksimuk,United States,0.0,M,False,False,False,1.0,46.0,75.096018735363,47.0,-0.47422295153687755
9053,Rolando Villanueva,United States,0.0,M,False,False,False,6.0,46.0,75.096018735363,47.0,-0.3056931005504434
9058,Francesco Giontella,Italy,0.36,M,False,False,False,1.0,49.0,75.0,34.0,-0.3581867032941542
9059,Paolo Nicolai,Italy,0.23,M,True,False,True,7.0,40.5,80.0,34.0,7.0461109580416785
9068,Damian Wojtasik,Poland,0.18,M,False,False,False,3.0,38.0,76.0,32.0,0.10891848340333984
9069,Viktor Pak,Czech Republic,0.0,M,False,False,False,2.0,39.0,75.096018735363,36.0,-0.5941709503403232
9070,Petr Sedlacek,Czech Republic,0.0,M,False,False,False,1.0,42.0,75.096018735363,38.0,-0.5940123575346362
9075,Ottavio Ucci,Italy,0.0,M,False,False,False,1.0,33.0,78.0,36.0,-0.5927436150891406
9076,Xavier Folguera,Andorra,0.0,M,False,False,False,1.0,49.0,71.0,34.0,-0.3128828463878072
9077,Christian Salvador,Andorra,0.0,M,False,False,False,1.0,49.0,75.0,34.0,-0.3328124703229106
9080,Yamil Yanes Rodríguez,Spain,0.0,M,False,False,False,3.0,47.5,72.0,41.0,-0.24865152820726094
9089,Ante Jukic,Croatia,0.0,M,False,False,False,1.0,49.0,75.096018735363,32.0,-0.594646728757384
9090,Niksa Dell'Orco,Croatia,0.08,M,False,False,False,3.0,30.0,74.0,30.0,-0.32831880218222487
9091,Andrej Stanic,Croatia,0.0,M,False,False,False,1.0,31.0,75.096018735363,44.0,-0.6141005742754264
9092,Donald Stojnic,Croatia,0.0,M,False,False,False,1.0,31.0,75.096018735363,44.0,-0.6141005742754264
9093,Ivor Bozic,Croatia,0.0,M,False,False,False,1.0,32.0,75.096018735363,37.0,-0.6145763526924872
9094,Matija Gracin,Croatia,0.0,M,False,False,False,3.0,35.0,76.0,36.0,-0.5449547269345868
9096,Filip Habr,Czech Republic,0.04,M,False,False,False,3.0,41.0,80.0,34.0,-0.000932645417592734
9099,Ivan Zaytsev,Italy,0.12,M,False,False,False,3.0,45.5,80.0,34.0,-0.4403371607013232
9101,Darko Nojic,Croatia,0.0,M,False,False,False,1.0,49.5,75.096018735363,38.0,-0.5883030165299062
9115,Victor Tey Bosch,Spain,0.0,M,False,False,False,1.0,33.0,75.096018735363,34.0,-0.6145763526924872
9117,Alberto Galindo Redondo,Spain,0.0,M,False,False,False,1.0,36.0,75.096018735363,47.0,-0.5737655479881589
9118,Daniel Olivares Lucas,Spain,0.0,M,False,False,False,1.0,36.0,73.0,47.0,-0.5737655479881589
9119,Francesc Bru Pujolar,Spain,0.0,M,False,False,False,1.0,34.0,75.096018735363,49.0,-0.6145763526924872
9120,Lukas Bahrle Santana,Spain,0.0,M,False,False,False,1.0,34.0,75.096018735363,40.0,-0.6145763526924872
9121,Bruno Roxlo Argudo,Spain,0.0,M,False,False,False,2.0,39.0,75.096018735363,36.0,-0.6145763526924872
9122,Guillem Alberti Méndez,Spain,0.0,M,False,False,False,1.0,40.0,75.096018735363,44.0,-0.6141005742754264
9126,Lluis de Senespleda Ferrer,Spain,0.0,M,False,False,False,1.0,41.0,75.096018735363,40.0,-0.5718624343199156
9129,Alexander Brouwer,Netherlands,0.22,M,False,True,True,4.0,39.0,78.0,33.0,7.154164496418603
9130,Robert Meeuwsen,Netherlands,0.22,M,False,True,True,3.0,39.0,81.0,34.0,6.84755399719896
9139,Kristo Kollo,Estonia,0.06,M,False,False,False,3.0,34.0,75.0,32.0,0.26819749801714715
9140,Oliver Venno,Estonia,0.22,M,False,False,False,2.0,37.5,82.0,32.0,-0.42564109935388894
9142,Milan Monik,Czech Republic,0.0,M,False,False,False,1.0,39.5,74.0,34.0,-0.4246895425197673
9143,Nikodem Lukasz Kalucki,Poland,0.0,M,False,False,False,1.0,47.0,75.0,32.0,-0.594646728757384
9144,Piotr Janiak,Poland,0.32,M,False,False,False,5.0,43.0,78.0,34.0,-0.005107896069570152
9145,Sebastian Sobczak,Poland,0.0,M,False,False,False,2.0,43.0,74.0,34.0,-0.5723382127369765
9147,Dan Behnke,United States,0.0,M,False,False,False,2.0,44.5,75.096018735363,45.0,-0.5699593206516723
9148,Aleks Dankers,United States,0.0,M,False,False,False,1.0,43.0,75.096018735363,40.0,-0.6139419814697396
9149,Ian Satterfield,United States,0.06,M,False,False,False,20.0,45.0,78.0,31.0,2.418762853326869
9151,Christopher Grant Hilling,United States,0.0,M,False,False,False,4.0,56.5,81.0,34.0,-0.4275442130221323
9152,Dan McElligot,United States,0.0,M,False,False,False,3.0,42.0,75.096018735363,57.0,-0.4935182042492332
9153,Maddison McKibbin,United States,0.05,M,False,False,False,5.0,46.0,76.0,32.0,1.073107208643831
9154,Luke Moffatt,United States,0.0,M,False,False,False,1.0,35.0,75.096018735363,37.0,-0.6139419814697396
9155,Chase Ross,United States,0.0,M,False,False,False,4.0,50.0,77.0,33.0,-0.39635449988325594
9156,Ryan Upmeyer,United States,0.0,M,False,False,False,2.0,42.5,75.096018735363,38.0,-0.5406727211810394
